geography,geographic_area_name,families_number,families_number_moe,families_percent_distribution,families_percent_distribution_moe,families_median_income,families_median_income_moe
1400000US48201342200,Census Tract 3422; Harris County; Texas,903,178,903,178,69241,22679
1400000US48201342300,Census Tract 3423; Harris County; Texas,1904,247,1904,247,68924,17194
1400000US48201342400,Census Tract 3424; Harris County; Texas,959,291,959,291,81959,13179
1400000US48201342500,Census Tract 3425; Harris County; Texas,1615,279,1615,279,91322,25963
1400000US48201342700,Census Tract 3427; Harris County; Texas,1280,190,1280,190,78750,34585
1400000US48201342801,Census Tract 3428.01; Harris County; Texas,1441,325,1441,325,121432,33612
1400000US48201342802,Census Tract 3428.02; Harris County; Texas,780,119,780,119,112639,13391
1400000US48201342900,Census Tract 3429; Harris County; Texas,1855,306,1855,306,110461,19131
1400000US48201343000,Census Tract 3430; Harris County; Texas,1921,251,1921,251,76165,29447
1400000US48201343100,Census Tract 3431; Harris County; Texas,1088,106,1088,106,93262,11497
1400000US48201343200,Census Tract 3432; Harris County; Texas,1219,143,1219,143,138281,31878
1400000US48201343301,Census Tract 3433.01; Harris County; Texas,1298,212,1298,212,100395,30865
1400000US48201343302,Census Tract 3433.02; Harris County; Texas,1331,236,1331,236,111409,13811
1400000US48201343601,Census Tract 3436.01; Harris County; Texas,0,15,0,15,-,**
1400000US48201343602,Census Tract 3436.02; Harris County; Texas,671,153,671,153,95268,27587
1400000US48201343700,Census Tract 3437; Harris County; Texas,877,191,877,191,68189,16276
1400000US48201350101,Census Tract 3501.01; Harris County; Texas,1242,403,1242,403,-,**
1400000US48201350102,Census Tract 3501.02; Harris County; Texas,1425,268,1425,268,128741,17429
1400000US48201350103,Census Tract 3501.03; Harris County; Texas,2119,468,2119,468,98750,37402
1400000US48201350104,Census Tract 3501.04; Harris County; Texas,1372,326,1372,326,101646,21119
1400000US48201350201,Census Tract 3502.01; Harris County; Texas,843,200,843,200,87044,35717
1400000US48201350202,Census Tract 3502.02; Harris County; Texas,1128,227,1128,227,96604,12516
1400000US48201350300,Census Tract 3503; Harris County; Texas,1689,308,1689,308,116895,33533
1400000US48201350400,Census Tract 3504; Harris County; Texas,1781,347,1781,347,82652,7988
1400000US48201350500,Census Tract 3505; Harris County; Texas,1686,346,1686,346,90518,13474
1400000US48201350601,Census Tract 3506.01; Harris County; Texas,1164,207,1164,207,96413,9798
1400000US48201350603,Census Tract 3506.03; Harris County; Texas,1191,170,1191,170,95913,24860
1400000US48201350604,Census Tract 3506.04; Harris County; Texas,1128,394,1128,394,159167,75362
1400000US48201350700,Census Tract 3507; Harris County; Texas,651,169,651,169,96178,13527
1400000US48201350801,Census Tract 3508.01; Harris County; Texas,1227,178,1227,178,79814,10011
1400000US48201350803,Census Tract 3508.03; Harris County; Texas,718,188,718,188,63529,21523
1400000US48201350804,Census Tract 3508.04; Harris County; Texas,1587,295,1587,295,170551,19723
1400000US48201410101,Census Tract 4101.01; Harris County; Texas,397,137,397,137,118155,95676
1400000US48201410102,Census Tract 4101.02; Harris County; Texas,599,163,599,163,44489,40807
1400000US48201410201,Census Tract 4102.01; Harris County; Texas,346,133,346,133,163945,41094
1400000US48201410202,Census Tract 4102.02; Harris County; Texas,826,185,826,185,240603,25855
1400000US48201410300,Census Tract 4103; Harris County; Texas,696,154,696,154,130975,35570
1400000US48201410401,Census Tract 4104.01; Harris County; Texas,923,306,923,306,202946,96468
1400000US48201410402,Census Tract 4104.02; Harris County; Texas,785,126,785,126,220481,71423
1400000US48201410501,Census Tract 4105.01; Harris County; Texas,432,174,432,174,146894,80668
1400000US48201410502,Census Tract 4105.02; Harris County; Texas,582,138,582,138,222981,65882
1400000US48201410601,Census Tract 4106.01; Harris County; Texas,458,201,458,201,155164,17000
1400000US48201410602,Census Tract 4106.02; Harris County; Texas,227,98,227,98,149267,63125
1400000US48201410703,Census Tract 4107.03; Harris County; Texas,571,214,571,214,189647,61904
1400000US48201410704,Census Tract 4107.04; Harris County; Texas,198,105,198,105,246750,155718
1400000US48201410705,Census Tract 4107.05; Harris County; Texas,103,44,103,44,115625,54734
1400000US48201410706,Census Tract 4107.06; Harris County; Texas,146,76,146,76,125694,89271
1400000US48201410801,Census Tract 4108.01; Harris County; Texas,402,148,402,148,139500,54013
1400000US48201410802,Census Tract 4108.02; Harris County; Texas,327,86,327,86,208942,76595
1400000US48201410900,Census Tract 4109; Harris County; Texas,831,283,831,283,144055,12779
1400000US48201411001,Census Tract 4110.01; Harris County; Texas,573,288,573,288,170813,117631
1400000US48201411002,Census Tract 4110.02; Harris County; Texas,381,138,381,138,125069,67822
1400000US48201411003,Census Tract 4110.03; Harris County; Texas,354,152,354,152,158949,41110
1400000US48201411100,Census Tract 4111; Harris County; Texas,967,175,967,175,"250,000+",***
1400000US48201411200,Census Tract 4112; Harris County; Texas,462,85,462,85,"250,000+",***
1400000US48201411301,Census Tract 4113.01; Harris County; Texas,541,164,541,164,192607,80564
1400000US48201411302,Census Tract 4113.02; Harris County; Texas,367,166,367,166,99609,58722
1400000US48201411400,Census Tract 4114; Harris County; Texas,688,143,688,143,"250,000+",***
1400000US48201411503,Census Tract 4115.03; Harris County; Texas,651,181,651,181,144063,50869
1400000US48201411504,Census Tract 4115.04; Harris County; Texas,283,116,283,116,-,**
1400000US48201411505,Census Tract 4115.05; Harris County; Texas,738,172,738,172,168047,61855
1400000US48201411506,Census Tract 4115.06; Harris County; Texas,314,254,314,254,122617,62598
1400000US48201411507,Census Tract 4115.07; Harris County; Texas,357,133,357,133,71319,63415
1400000US48201411600,Census Tract 4116; Harris County; Texas,830,291,830,291,167237,119423
1400000US48201411700,Census Tract 4117; Harris County; Texas,600,163,600,163,116721,10931
1400000US48201411801,Census Tract 4118.01; Harris County; Texas,897,352,897,352,138083,78816
1400000US48201411802,Census Tract 4118.02; Harris County; Texas,434,153,434,153,119295,59754
1400000US48201411901,Census Tract 4119.01; Harris County; Texas,514,160,514,160,"250,000+",***
1400000US48201411902,Census Tract 4119.02; Harris County; Texas,347,115,347,115,245139,125747
1400000US48201412000,Census Tract 4120; Harris County; Texas,993,143,993,143,"250,000+",***
1400000US48201412201,Census Tract 4122.01; Harris County; Texas,530,95,530,95,242115,69329
1400000US48201412202,Census Tract 4122.02; Harris County; Texas,862,255,862,255,190921,88860
1400000US48201412300,Census Tract 4123; Harris County; Texas,2074,203,2074,203,"250,000+",***
1400000US48201412400,Census Tract 4124; Harris County; Texas,1359,148,1359,148,"250,000+",***
1400000US48201412500,Census Tract 4125; Harris County; Texas,386,65,386,65,"250,000+",***
1400000US48201412600,Census Tract 4126; Harris County; Texas,1096,160,1096,160,"250,000+",***
1400000US48201412700,Census Tract 4127; Harris County; Texas,851,121,851,121,216058,90027
1400000US48201412800,Census Tract 4128; Harris County; Texas,1378,183,1378,183,"250,000+",***
1400000US48201412901,Census Tract 4129.01; Harris County; Texas,384,165,384,165,93158,69903
1400000US48201412902,Census Tract 4129.02; Harris County; Texas,581,130,581,130,133708,44401
1400000US48201413000,Census Tract 4130; Harris County; Texas,986,237,986,237,214167,84099
1400000US48201413100,Census Tract 4131; Harris County; Texas,816,126,816,126,"250,000+",***
1400000US48201413203,Census Tract 4132.03; Harris County; Texas,432,121,432,121,61111,11460
1400000US48201413204,Census Tract 4132.04; Harris County; Texas,102,55,102,55,-,**
1400000US48201413205,Census Tract 4132.05; Harris County; Texas,342,82,342,82,114643,58013
1400000US48201413206,Census Tract 4132.06; Harris County; Texas,571,164,571,164,126964,63727
1400000US48201413301,Census Tract 4133.01; Harris County; Texas,1162,202,1162,202,109872,5972
1400000US48201413302,Census Tract 4133.02; Harris County; Texas,1065,209,1065,209,210433,61545
1400000US48201420100,Census Tract 4201; Harris County; Texas,520,170,520,170,43625,36024
1400000US48201420200,Census Tract 4202; Harris County; Texas,671,114,671,114,87350,13707
1400000US48201420300,Census Tract 4203; Harris County; Texas,917,222,917,222,129145,55334
1400000US48201420400,Census Tract 4204; Harris County; Texas,981,214,981,214,124151,24741
1400000US48201420500,Census Tract 4205; Harris County; Texas,910,177,910,177,57615,14679
1400000US48201420600,Census Tract 4206; Harris County; Texas,660,110,660,110,123000,44115
1400000US48201420700,Census Tract 4207; Harris County; Texas,684,89,684,89,231786,48665
1400000US48201420800,Census Tract 4208; Harris County; Texas,726,122,726,122,"250,000+",***
1400000US48201420900,Census Tract 4209; Harris County; Texas,2165,309,2165,309,208168,43760
1400000US48201421000,Census Tract 4210; Harris County; Texas,727,101,727,101,"250,000+",***
1400000US48201421101,Census Tract 4211.01; Harris County; Texas,466,108,466,108,44028,21862
1400000US48201421103,Census Tract 4211.03; Harris County; Texas,361,75,361,75,39395,6544
1400000US48201421104,Census Tract 4211.04; Harris County; Texas,940,279,940,279,44813,9443
1400000US48201421203,Census Tract 4212.03; Harris County; Texas,535,172,535,172,36961,18121
1400000US48201421204,Census Tract 4212.04; Harris County; Texas,735,156,735,156,36513,12239
1400000US48201421205,Census Tract 4212.05; Harris County; Texas,629,115,629,115,31132,8042
1400000US48201421206,Census Tract 4212.06; Harris County; Texas,527,258,527,258,28684,5338
1400000US48201421301,Census Tract 4213.01; Harris County; Texas,732,176,732,176,-,**
1400000US48201421302,Census Tract 4213.02; Harris County; Texas,1380,517,1380,517,69065,37451
1400000US48201421401,Census Tract 4214.01; Harris County; Texas,950,152,950,152,33246,5022
1400000US48201421402,Census Tract 4214.02; Harris County; Texas,1055,203,1055,203,23953,4001
1400000US48201421403,Census Tract 4214.03; Harris County; Texas,1064,144,1064,144,29304,4859
1400000US48201421501,Census Tract 4215.01; Harris County; Texas,1153,320,1153,320,-,**
1400000US48201421502,Census Tract 4215.02; Harris County; Texas,664,180,664,180,47634,14568
1400000US48201421601,Census Tract 4216.01; Harris County; Texas,728,177,728,177,31438,11756
1400000US48201421602,Census Tract 4216.02; Harris County; Texas,815,125,815,125,38703,10346
1400000US48201421700,Census Tract 4217; Harris County; Texas,1290,172,1290,172,97708,23102
1400000US48201421801,Census Tract 4218.01; Harris County; Texas,396,154,396,154,43144,4909
1400000US48201421802,Census Tract 4218.02; Harris County; Texas,568,94,568,94,144167,55664
1400000US48201421900,Census Tract 4219; Harris County; Texas,794,127,794,127,213438,71914
1400000US48201422000,Census Tract 4220; Harris County; Texas,624,106,624,106,128750,27564
1400000US48201422100,Census Tract 4221; Harris County; Texas,1509,311,1509,311,77369,25092
1400000US48201422200,Census Tract 4222; Harris County; Texas,1484,329,1484,329,32303,18686
1400000US48201422302,Census Tract 4223.02; Harris County; Texas,384,71,384,71,69688,13822
1400000US48201422303,Census Tract 4223.03; Harris County; Texas,719,296,719,296,-,**
1400000US48201422304,Census Tract 4223.04; Harris County; Texas,878,174,878,174,41261,8085
1400000US48201422403,Census Tract 4224.03; Harris County; Texas,634,111,634,111,75625,21556
1400000US48201422404,Census Tract 4224.04; Harris County; Texas,613,163,613,163,26675,13714
1400000US48201422405,Census Tract 4224.05; Harris County; Texas,312,93,312,93,-,**
1400000US48201422406,Census Tract 4224.06; Harris County; Texas,766,210,766,210,63333,32861
1400000US48201422501,Census Tract 4225.01; Harris County; Texas,820,271,820,271,72143,33610
1400000US48201422502,Census Tract 4225.02; Harris County; Texas,942,210,942,210,55097,30754
1400000US48201422601,Census Tract 4226.01; Harris County; Texas,752,182,752,182,40896,37932
1400000US48201422602,Census Tract 4226.02; Harris County; Texas,675,253,675,253,67431,52640
1400000US48201422701,Census Tract 4227.01; Harris County; Texas,1240,213,1240,213,70705,20145
1400000US48201422702,Census Tract 4227.02; Harris County; Texas,823,188,823,188,76936,21772
1400000US48201422800,Census Tract 4228; Harris County; Texas,1141,265,1141,265,42953,7099
1400000US48201422900,Census Tract 4229; Harris County; Texas,746,134,746,134,50208,13201
1400000US48201423001,Census Tract 4230.01; Harris County; Texas,760,167,760,167,37870,12530
1400000US48201423002,Census Tract 4230.02; Harris County; Texas,718,182,718,182,37500,17686
1400000US48201423100,Census Tract 4231; Harris County; Texas,566,92,566,92,30292,2832
1400000US48201423201,Census Tract 4232.01; Harris County; Texas,710,68,710,68,77267,31564
1400000US48201423203,Census Tract 4232.03; Harris County; Texas,454,145,454,145,48443,30651
1400000US48201423204,Census Tract 4232.04; Harris County; Texas,977,272,977,272,36637,5238
1400000US48201423301,Census Tract 4233.01; Harris County; Texas,1119,212,1119,212,85190,17776
1400000US48201423303,Census Tract 4233.03; Harris County; Texas,275,78,275,78,-,**
1400000US48201423304,Census Tract 4233.04; Harris County; Texas,932,231,932,231,51076,8333
1400000US48201423401,Census Tract 4234.01; Harris County; Texas,1070,171,1070,171,74429,16793
1400000US48201423402,Census Tract 4234.02; Harris County; Texas,961,168,961,168,83750,12281
1400000US48201423500,Census Tract 4235; Harris County; Texas,607,93,607,93,101645,5757
1400000US48201423600,Census Tract 4236; Harris County; Texas,1776,242,1776,242,67976,32678
1400000US48201430101,Census Tract 4301.01; Harris County; Texas,724,238,724,238,152986,119454
1400000US48201430102,Census Tract 4301.02; Harris County; Texas,471,94,471,94,133523,97724
1400000US48201430200,Census Tract 4302; Harris County; Texas,410,86,410,86,108750,72261
1400000US48201430300,Census Tract 4303; Harris County; Texas,1322,121,1322,121,"250,000+",***
1400000US48201430400,Census Tract 4304; Harris County; Texas,988,74,988,74,"250,000+",***
1400000US48201430500,Census Tract 4305; Harris County; Texas,639,85,639,85,"250,000+",***
1400000US48201430600,Census Tract 4306; Harris County; Texas,1079,80,1079,80,"250,000+",***
1400000US48201430700,Census Tract 4307; Harris County; Texas,1040,204,1040,204,109176,20148
1400000US48201430800,Census Tract 4308; Harris County; Texas,1603,182,1603,182,216406,31898
1400000US48201430900,Census Tract 4309; Harris County; Texas,1449,223,1449,223,133586,27039
1400000US48201431001,Census Tract 4310.01; Harris County; Texas,579,112,579,112,147820,19188
1400000US48201431002,Census Tract 4310.02; Harris County; Texas,835,219,835,219,158828,64383
1400000US48201431101,Census Tract 4311.01; Harris County; Texas,1107,432,1107,432,63556,24798
1400000US48201431102,Census Tract 4311.02; Harris County; Texas,821,215,821,215,54217,18223
1400000US48201431203,Census Tract 4312.03; Harris County; Texas,519,188,519,188,70188,32506
1400000US48201431204,Census Tract 4312.04; Harris County; Texas,646,198,646,198,107188,15437
1400000US48201431205,Census Tract 4312.05; Harris County; Texas,283,143,283,143,65366,38681
1400000US48201431206,Census Tract 4312.06; Harris County; Texas,462,170,462,170,91250,77652
1400000US48201431302,Census Tract 4313.02; Harris County; Texas,1210,206,1210,206,208723,81408
1400000US48201431303,Census Tract 4313.03; Harris County; Texas,199,112,199,112,-,**
1400000US48201431304,Census Tract 4313.04; Harris County; Texas,518,181,518,181,133676,70044
1400000US48201431401,Census Tract 4314.01; Harris County; Texas,536,187,536,187,98438,74618
1400000US48201431403,Census Tract 4314.03; Harris County; Texas,376,92,376,92,148795,18062
1400000US48201431404,Census Tract 4314.04; Harris County; Texas,452,237,452,237,121318,4288
1400000US48201431503,Census Tract 4315.03; Harris County; Texas,796,299,796,299,116466,18856
1400000US48201431504,Census Tract 4315.04; Harris County; Texas,661,169,661,169,149759,139759
1400000US48201431505,Census Tract 4315.05; Harris County; Texas,241,80,241,80,170221,19787
1400000US48201431506,Census Tract 4315.06; Harris County; Texas,452,111,452,111,117188,67446
1400000US48201431600,Census Tract 4316; Harris County; Texas,979,170,979,170,"250,000+",***
1400000US48201431701,Census Tract 4317.01; Harris County; Texas,574,144,574,144,244394,39342
1400000US48201431702,Census Tract 4317.02; Harris County; Texas,925,136,925,136,"250,000+",***
1400000US48201431801,Census Tract 4318.01; Harris County; Texas,869,176,869,176,131023,55687
1400000US48201431803,Census Tract 4318.03; Harris County; Texas,584,184,584,184,123548,93464
1400000US48201431804,Census Tract 4318.04; Harris County; Texas,427,181,427,181,171331,63305
1400000US48201431901,Census Tract 4319.01; Harris County; Texas,361,148,361,148,-,**
1400000US48201431902,Census Tract 4319.02; Harris County; Texas,591,209,591,209,140450,69795
1400000US48201432003,Census Tract 4320.03; Harris County; Texas,291,99,291,99,61033,12503
1400000US48201432004,Census Tract 4320.04; Harris County; Texas,618,114,618,114,118266,14839
1400000US48201432005,Census Tract 4320.05; Harris County; Texas,677,320,677,320,-,**
1400000US48201432006,Census Tract 4320.06; Harris County; Texas,324,176,324,176,26321,11079
1400000US48201432101,Census Tract 4321.01; Harris County; Texas,677,249,677,249,75217,40192
1400000US48201432102,Census Tract 4321.02; Harris County; Texas,1166,306,1166,306,82778,45643
1400000US48201432200,Census Tract 4322; Harris County; Texas,868,208,868,208,57937,17900
1400000US48201432301,Census Tract 4323.01; Harris County; Texas,847,298,847,298,42263,18383
1400000US48201432302,Census Tract 4323.02; Harris County; Texas,746,257,746,257,"2,500-",***
1400000US48201432303,Census Tract 4323.03; Harris County; Texas,611,356,611,356,53656,12931
1400000US48201432401,Census Tract 4324.01; Harris County; Texas,762,210,762,210,49767,5047
1400000US48201432402,Census Tract 4324.02; Harris County; Texas,673,281,673,281,27923,12365
1400000US48201432501,Census Tract 4325.01; Harris County; Texas,630,186,630,186,49778,20591
1400000US48201432502,Census Tract 4325.02; Harris County; Texas,395,174,395,174,-,**
1400000US48201432600,Census Tract 4326; Harris County; Texas,565,170,565,170,103512,13578
1400000US48201432703,Census Tract 4327.03; Harris County; Texas,403,104,403,104,131707,13025
1400000US48201432704,Census Tract 4327.04; Harris County; Texas,444,128,444,128,47000,19021
1400000US48201432705,Census Tract 4327.05; Harris County; Texas,1135,345,1135,345,27897,3926
1400000US48201432706,Census Tract 4327.06; Harris County; Texas,258,125,258,125,35700,17763
1400000US48201432803,Census Tract 4328.03; Harris County; Texas,546,157,546,157,38810,15117
1400000US48201432804,Census Tract 4328.04; Harris County; Texas,446,115,446,115,57250,30632
1400000US48201432805,Census Tract 4328.05; Harris County; Texas,494,188,494,188,39223,4557
1400000US48201432806,Census Tract 4328.06; Harris County; Texas,937,204,937,204,45219,20185
1400000US48201432901,Census Tract 4329.01; Harris County; Texas,857,196,857,196,40104,3899
1400000US48201432903,Census Tract 4329.03; Harris County; Texas,476,97,476,97,30259,10035
1400000US48201432904,Census Tract 4329.04; Harris County; Texas,877,235,877,235,55742,23088
1400000US48201433003,Census Tract 4330.03; Harris County; Texas,1231,277,1231,277,40106,12657
1400000US48201433004,Census Tract 4330.04; Harris County; Texas,431,105,431,105,30169,12351
1400000US48201433005,Census Tract 4330.05; Harris County; Texas,487,101,487,101,43456,15802
1400000US48201433006,Census Tract 4330.06; Harris County; Texas,434,131,434,131,31368,2449
1400000US48201433007,Census Tract 4330.07; Harris County; Texas,282,103,282,103,40530,15841
1400000US48201433100,Census Tract 4331; Harris County; Texas,792,212,792,212,40652,13828
1400000US48201433201,Census Tract 4332.01; Harris County; Texas,1175,181,1175,181,41961,8234
1400000US48201433202,Census Tract 4332.02; Harris County; Texas,864,123,864,123,63750,20160
1400000US48201433300,Census Tract 4333; Harris County; Texas,1361,284,1361,284,89672,4479
1400000US48201433400,Census Tract 4334; Harris County; Texas,1120,275,1120,275,44424,14357
1400000US48201433503,Census Tract 4335.03; Harris County; Texas,560,145,560,145,29782,12020
1400000US48201433504,Census Tract 4335.04; Harris County; Texas,751,140,751,140,38005,10121
1400000US48201433505,Census Tract 4335.05; Harris County; Texas,500,111,500,111,27647,7617
1400000US48201433506,Census Tract 4335.06; Harris County; Texas,518,134,518,134,38659,15921
1400000US48201433507,Census Tract 4335.07; Harris County; Texas,715,173,715,173,38078,12389
1400000US48201433601,Census Tract 4336.01; Harris County; Texas,589,155,589,155,28328,8943
1400000US48201433602,Census Tract 4336.02; Harris County; Texas,853,216,853,216,53734,22096
1400000US48201440101,Census Tract 4401.01; Harris County; Texas,714,323,714,323,24613,8427
1400000US48201440102,Census Tract 4401.02; Harris County; Texas,1268,292,1268,292,86102,27321
1400000US48201450100,Census Tract 4501; Harris County; Texas,474,77,474,77,214444,54178
1400000US48201450200,Census Tract 4502; Harris County; Texas,1513,267,1513,267,225016,46577
1400000US48201450301,Census Tract 4503.01; Harris County; Texas,589,167,589,167,72487,47726
1400000US48201450302,Census Tract 4503.02; Harris County; Texas,1397,280,1397,280,69126,2056
1400000US48201450401,Census Tract 4504.01; Harris County; Texas,270,91,270,91,54545,27419
1400000US48201450402,Census Tract 4504.02; Harris County; Texas,523,159,523,159,91058,57032
1400000US48201450500,Census Tract 4505; Harris County; Texas,887,132,887,132,243542,79029
1400000US48201450600,Census Tract 4506; Harris County; Texas,1347,339,1347,339,106438,54705
1400000US48201450700,Census Tract 4507; Harris County; Texas,1621,232,1621,232,"250,000+",***
1400000US48201450801,Census Tract 4508.01; Harris County; Texas,427,148,427,148,72361,57432
1400000US48201450803,Census Tract 4508.03; Harris County; Texas,1466,348,1466,348,51234,6813
1400000US48201450804,Census Tract 4508.04; Harris County; Texas,391,259,391,259,-,**
1400000US48201450900,Census Tract 4509; Harris County; Texas,601,107,601,107,149539,31697
1400000US48201451003,Census Tract 4510.03; Harris County; Texas,1117,310,1117,310,48242,21475
1400000US48201451004,Census Tract 4510.04; Harris County; Texas,587,168,587,168,54306,40993
1400000US48201451005,Census Tract 4510.05; Harris County; Texas,462,152,462,152,24817,9982
1400000US48201451006,Census Tract 4510.06; Harris County; Texas,709,188,709,188,96321,5994
1400000US48201451100,Census Tract 4511; Harris County; Texas,1107,155,1107,155,84698,26194
1400000US48201451200,Census Tract 4512; Harris County; Texas,830,147,830,147,160250,19474
1400000US48201451301,Census Tract 4513.01; Harris County; Texas,1130,313,1130,313,82647,75534
1400000US48201451302,Census Tract 4513.02; Harris County; Texas,921,171,921,171,158016,47082
1400000US48201451401,Census Tract 4514.01; Harris County; Texas,748,156,748,156,141071,74759
1400000US48201451404,Census Tract 4514.04; Harris County; Texas,786,236,786,236,79613,33358
1400000US48201451405,Census Tract 4514.05; Harris County; Texas,556,160,556,160,-,**
1400000US48201451406,Census Tract 4514.06; Harris County; Texas,403,125,403,125,65398,34759
1400000US48201451407,Census Tract 4514.07; Harris County; Texas,249,197,249,197,77087,16309
1400000US48201451501,Census Tract 4515.01; Harris County; Texas,882,468,882,468,69743,24988
1400000US48201451502,Census Tract 4515.02; Harris County; Texas,547,159,547,159,-,**
1400000US48201451603,Census Tract 4516.03; Harris County; Texas,1117,193,1117,193,144890,44802
1400000US48201451604,Census Tract 4516.04; Harris County; Texas,1008,204,1008,204,231429,64653
1400000US48201451605,Census Tract 4516.05; Harris County; Texas,869,256,869,256,82297,29513
1400000US48201451606,Census Tract 4516.06; Harris County; Texas,1703,379,1703,379,135034,28597
1400000US48201451700,Census Tract 4517; Harris County; Texas,1036,246,1036,246,73056,18435
1400000US48201451800,Census Tract 4518; Harris County; Texas,1484,207,1484,207,59471,12972
1400000US48201451902,Census Tract 4519.02; Harris County; Texas,726,108,726,108,125800,25162
1400000US48201451903,Census Tract 4519.03; Harris County; Texas,762,233,762,233,30543,11374
1400000US48201451904,Census Tract 4519.04; Harris County; Texas,881,184,881,184,-,**
1400000US48201452001,Census Tract 4520.01; Harris County; Texas,1160,447,1160,447,51619,22690
1400000US48201452002,Census Tract 4520.02; Harris County; Texas,716,239,716,239,66977,16373
1400000US48201452101,Census Tract 4521.01; Harris County; Texas,1602,407,1602,407,134313,29893
1400000US48201452102,Census Tract 4521.02; Harris County; Texas,391,102,391,102,35612,471
1400000US48201452103,Census Tract 4521.03; Harris County; Texas,406,161,406,161,61216,34498
1400000US48201452202,Census Tract 4522.02; Harris County; Texas,872,221,872,221,60278,27345
1400000US48201452203,Census Tract 4522.03; Harris County; Texas,634,199,634,199,44286,18388
1400000US48201452204,Census Tract 4522.04; Harris County; Texas,475,154,475,154,81650,45222
1400000US48201452300,Census Tract 4523; Harris County; Texas,667,138,667,138,75604,7961
1400000US48201452401,Census Tract 4524.01; Harris County; Texas,862,233,862,233,61027,3802
1400000US48201452402,Census Tract 4524.02; Harris County; Texas,1100,277,1100,277,55391,30201
1400000US48201452501,Census Tract 4525.01; Harris County; Texas,593,197,593,197,41014,17671
1400000US48201452502,Census Tract 4525.02; Harris County; Texas,1089,222,1089,222,41664,2192
1400000US48201452601,Census Tract 4526.01; Harris County; Texas,1353,266,1353,266,34792,17577
1400000US48201452602,Census Tract 4526.02; Harris County; Texas,850,149,850,149,69024,20087
1400000US48201452701,Census Tract 4527.01; Harris County; Texas,982,225,982,225,69945,17055
1400000US48201452702,Census Tract 4527.02; Harris County; Texas,1119,197,1119,197,66553,41003
1400000US48201452703,Census Tract 4527.03; Harris County; Texas,719,174,719,174,44535,17547
1400000US48201452801,Census Tract 4528.01; Harris County; Texas,1302,187,1302,187,62908,13301
1400000US48201452802,Census Tract 4528.02; Harris County; Texas,1498,174,1498,174,48538,5944
1400000US48201452900,Census Tract 4529; Harris County; Texas,1111,302,1111,302,65213,17014
1400000US48201453001,Census Tract 4530.01; Harris County; Texas,736,386,736,386,-,**
1400000US48201453002,Census Tract 4530.02; Harris County; Texas,1245,203,1245,203,66239,13939
1400000US48201453100,Census Tract 4531; Harris County; Texas,1044,167,1044,167,36745,12054
1400000US48201453201,Census Tract 4532.01; Harris County; Texas,1030,191,1030,191,36850,13303
1400000US48201453202,Census Tract 4532.02; Harris County; Texas,1081,378,1081,378,43592,6027
1400000US48201453300,Census Tract 4533; Harris County; Texas,988,261,988,261,33500,23837
1400000US48201453401,Census Tract 4534.01; Harris County; Texas,692,160,692,160,65859,27833
1400000US48201453403,Census Tract 4534.03; Harris County; Texas,1004,255,1004,255,32981,11862
1400000US48201453404,Census Tract 4534.04; Harris County; Texas,1038,135,1038,135,52535,27129
1400000US48201453405,Census Tract 4534.05; Harris County; Texas,832,215,832,215,33393,16074
1400000US48201453501,Census Tract 4535.01; Harris County; Texas,1508,189,1508,189,66875,20562
1400000US48201453502,Census Tract 4535.02; Harris County; Texas,848,88,848,88,60206,17312
1400000US48201453601,Census Tract 4536.01; Harris County; Texas,384,70,384,70,-,**
1400000US48201453603,Census Tract 4536.03; Harris County; Texas,993,253,993,253,36633,9940
1400000US48201453604,Census Tract 4536.04; Harris County; Texas,1006,171,1006,171,79759,19530
1400000US48201453701,Census Tract 4537.01; Harris County; Texas,1116,252,1116,252,61087,35351
1400000US48201453702,Census Tract 4537.02; Harris County; Texas,1038,269,1038,269,44732,12858
1400000US48201453800,Census Tract 4538; Harris County; Texas,768,125,768,125,77904,26428
1400000US48201453901,Census Tract 4539.01; Harris County; Texas,1214,241,1214,241,93750,15575
1400000US48201453902,Census Tract 4539.02; Harris County; Texas,927,226,927,226,43242,7668
1400000US48201454000,Census Tract 4540; Harris County; Texas,946,164,946,164,96196,25937
1400000US48201454100,Census Tract 4541; Harris County; Texas,1041,171,1041,171,67109,13488
1400000US48201454200,Census Tract 4542; Harris County; Texas,932,162,932,162,74923,25819
1400000US48201454302,Census Tract 4543.02; Harris County; Texas,1724,212,1724,212,71469,4532
1400000US48201454303,Census Tract 4543.03; Harris County; Texas,1090,311,1090,311,67561,19480
1400000US48201454304,Census Tract 4543.04; Harris County; Texas,1097,359,1097,359,61143,12810
1400000US48201454305,Census Tract 4543.05; Harris County; Texas,839,196,839,196,85293,32187
1400000US48201454400,Census Tract 4544; Harris County; Texas,192,76,192,76,-,**
1400000US48201454502,Census Tract 4545.02; Harris County; Texas,662,69,662,69,219239,32277
1400000US48201454503,Census Tract 4545.03; Harris County; Texas,778,139,778,139,186023,49560
1400000US48201454504,Census Tract 4545.04; Harris County; Texas,1551,545,1551,545,205600,23358
1400000US48201454505,Census Tract 4545.05; Harris County; Texas,831,131,831,131,194844,43151
1400000US48201454600,Census Tract 4546; Harris County; Texas,1462,377,1462,377,56953,35013
1400000US48201454700,Census Tract 4547; Harris County; Texas,2202,335,2202,335,134479,11942
1400000US48201454801,Census Tract 4548.01; Harris County; Texas,1328,392,1328,392,82697,39811
