geography,geographic_area_name,families_number,families_number_moe,families_percent_distribution,families_percent_distribution_moe,families_median_income,families_median_income_moe
1400000US48029140600,Census Tract 1406; Bexar County; Texas,650,147,650,147,62625,15274
1400000US48029140700,Census Tract 1407; Bexar County; Texas,1028,218,1028,218,63250,19574
1400000US48029140800,Census Tract 1408; Bexar County; Texas,1137,182,1137,182,53699,8222
1400000US48029140900,Census Tract 1409; Bexar County; Texas,457,117,457,117,51233,6228
1400000US48029141000,Census Tract 1410; Bexar County; Texas,792,147,792,147,39167,7408
1400000US48029141101,Census Tract 1411.01; Bexar County; Texas,699,179,699,179,50279,10764
1400000US48029141102,Census Tract 1411.02; Bexar County; Texas,975,256,975,256,46442,18519
1400000US48029141200,Census Tract 1412; Bexar County; Texas,1426,211,1426,211,43750,9970
1400000US48029141300,Census Tract 1413; Bexar County; Texas,1583,352,1583,352,59351,14826
1400000US48029141402,Census Tract 1414.02; Bexar County; Texas,1419,195,1419,195,78482,10159
1400000US48029141403,Census Tract 1414.03; Bexar County; Texas,940,137,940,137,63605,11717
1400000US48029141404,Census Tract 1414.04; Bexar County; Texas,1087,184,1087,184,52788,6893
1400000US48029141600,Census Tract 1416; Bexar County; Texas,1176,150,1176,150,74746,13149
1400000US48029141700,Census Tract 1417; Bexar County; Texas,1531,214,1531,214,78245,13315
1400000US48029141800,Census Tract 1418; Bexar County; Texas,1261,168,1261,168,63272,6820
1400000US48029141900,Census Tract 1419; Bexar County; Texas,1436,366,1436,366,113512,22757
1400000US48029150100,Census Tract 1501; Bexar County; Texas,947,221,947,221,70966,26836
1400000US48029150300,Census Tract 1503; Bexar County; Texas,867,179,867,179,48064,14910
1400000US48029150400,Census Tract 1504; Bexar County; Texas,867,166,867,166,61285,8527
1400000US48029150501,Census Tract 1505.01; Bexar County; Texas,891,178,891,178,60625,19365
1400000US48029150502,Census Tract 1505.02; Bexar County; Texas,794,127,794,127,58636,8241
1400000US48029150600,Census Tract 1506; Bexar County; Texas,992,171,992,171,55827,6327
1400000US48029150700,Census Tract 1507; Bexar County; Texas,1214,195,1214,195,50952,28435
1400000US48029150800,Census Tract 1508; Bexar County; Texas,723,126,723,126,19212,5222
1400000US48029150900,Census Tract 1509; Bexar County; Texas,1472,232,1472,232,52719,6530
1400000US48029151000,Census Tract 1510; Bexar County; Texas,856,253,856,253,53864,25558
1400000US48029151100,Census Tract 1511; Bexar County; Texas,1349,199,1349,199,54070,14042
1400000US48029151200,Census Tract 1512; Bexar County; Texas,2865,432,2865,432,61164,8903
1400000US48029151301,Census Tract 1513.01; Bexar County; Texas,1311,249,1311,249,48293,5419
1400000US48029151302,Census Tract 1513.02; Bexar County; Texas,786,168,786,168,51453,13847
1400000US48029151400,Census Tract 1514; Bexar County; Texas,988,177,988,177,77557,23302
1400000US48029151500,Census Tract 1515; Bexar County; Texas,506,96,506,96,50606,12085
1400000US48029151600,Census Tract 1516; Bexar County; Texas,1804,325,1804,325,67760,19654
1400000US48029151700,Census Tract 1517; Bexar County; Texas,1882,301,1882,301,67752,13053
1400000US48029151900,Census Tract 1519; Bexar County; Texas,2233,397,2233,397,79855,24940
1400000US48029152000,Census Tract 1520; Bexar County; Texas,593,136,593,136,86736,25344
1400000US48029152100,Census Tract 1521; Bexar County; Texas,1537,228,1537,228,74574,24046
1400000US48029152201,Census Tract 1522.01; Bexar County; Texas,1680,336,1680,336,46300,26609
1400000US48029152202,Census Tract 1522.02; Bexar County; Texas,1435,257,1435,257,70125,12571
1400000US48029160100,Census Tract 1601; Bexar County; Texas,1707,464,1707,464,26257,3986
1400000US48029160200,Census Tract 1602; Bexar County; Texas,589,98,589,98,65069,8159
1400000US48029160300,Census Tract 1603; Bexar County; Texas,1314,285,1314,285,59257,4975
1400000US48029160400,Census Tract 1604; Bexar County; Texas,963,134,963,134,62917,12044
1400000US48029160501,Census Tract 1605.01; Bexar County; Texas,890,179,890,179,18431,3902
1400000US48029160502,Census Tract 1605.02; Bexar County; Texas,847,133,847,133,41815,13081
1400000US48029160600,Census Tract 1606; Bexar County; Texas,974,152,974,152,41818,8192
1400000US48029160701,Census Tract 1607.01; Bexar County; Texas,913,144,913,144,50875,7303
1400000US48029160702,Census Tract 1607.02; Bexar County; Texas,1118,157,1118,157,35811,9592
1400000US48029160901,Census Tract 1609.01; Bexar County; Texas,540,119,540,119,44000,16222
1400000US48029160902,Census Tract 1609.02; Bexar County; Texas,1089,196,1089,196,53597,13829
1400000US48029161000,Census Tract 1610; Bexar County; Texas,926,136,926,136,42708,11312
1400000US48029161100,Census Tract 1611; Bexar County; Texas,2132,397,2132,397,65765,10438
1400000US48029161200,Census Tract 1612; Bexar County; Texas,908,139,908,139,46371,8169
1400000US48029161302,Census Tract 1613.02; Bexar County; Texas,1265,113,1265,113,49892,10782
1400000US48029161303,Census Tract 1613.03; Bexar County; Texas,946,165,946,165,47153,15904
1400000US48029161304,Census Tract 1613.04; Bexar County; Texas,1051,164,1051,164,53665,14191
1400000US48029161400,Census Tract 1614; Bexar County; Texas,449,71,449,71,74375,37510
1400000US48029161501,Census Tract 1615.01; Bexar County; Texas,1748,269,1748,269,42250,19010
1400000US48029161503,Census Tract 1615.03; Bexar County; Texas,1329,199,1329,199,43563,19896
1400000US48029161504,Census Tract 1615.04; Bexar County; Texas,1322,326,1322,326,63058,21308
1400000US48029161600,Census Tract 1616; Bexar County; Texas,986,175,986,175,53000,13252
1400000US48029161801,Census Tract 1618.01; Bexar County; Texas,782,120,782,120,78056,23543
1400000US48029161802,Census Tract 1618.02; Bexar County; Texas,2365,257,2365,257,50027,8494
1400000US48029161901,Census Tract 1619.01; Bexar County; Texas,309,78,309,78,108882,35778
1400000US48029161902,Census Tract 1619.02; Bexar County; Texas,3409,401,3409,401,80625,5962
1400000US48029162001,Census Tract 1620.01; Bexar County; Texas,527,116,527,116,63453,2571
1400000US48029162003,Census Tract 1620.03; Bexar County; Texas,1363,167,1363,167,80673,15638
1400000US48029162004,Census Tract 1620.04; Bexar County; Texas,869,166,869,166,61175,17968
1400000US48029170101,Census Tract 1701.01; Bexar County; Texas,787,119,787,119,51205,9889
1400000US48029170102,Census Tract 1701.02; Bexar County; Texas,773,157,773,157,29077,16757
1400000US48029170200,Census Tract 1702; Bexar County; Texas,1049,200,1049,200,33282,3533
1400000US48029170300,Census Tract 1703; Bexar County; Texas,1011,171,1011,171,43897,11142
1400000US48029170401,Census Tract 1704.01; Bexar County; Texas,994,188,994,188,38771,8424
1400000US48029170402,Census Tract 1704.02; Bexar County; Texas,1085,182,1085,182,44741,5773
1400000US48029170500,Census Tract 1705; Bexar County; Texas,830,163,830,163,54884,6873
1400000US48029170600,Census Tract 1706; Bexar County; Texas,1003,161,1003,161,54042,13822
1400000US48029170700,Census Tract 1707; Bexar County; Texas,1026,216,1026,216,50238,9959
1400000US48029170800,Census Tract 1708; Bexar County; Texas,410,114,410,114,45933,5583
1400000US48029170900,Census Tract 1709; Bexar County; Texas,836,162,836,162,39516,13533
1400000US48029171000,Census Tract 1710; Bexar County; Texas,1258,187,1258,187,40592,9647
1400000US48029171100,Census Tract 1711; Bexar County; Texas,856,171,856,171,46087,8106
1400000US48029171200,Census Tract 1712; Bexar County; Texas,872,189,872,189,33663,9804
1400000US48029171301,Census Tract 1713.01; Bexar County; Texas,544,91,544,91,50000,6592
1400000US48029171302,Census Tract 1713.02; Bexar County; Texas,876,157,876,157,45000,12435
1400000US48029171401,Census Tract 1714.01; Bexar County; Texas,1007,128,1007,128,48516,6837
1400000US48029171402,Census Tract 1714.02; Bexar County; Texas,1368,254,1368,254,53333,19919
1400000US48029171501,Census Tract 1715.01; Bexar County; Texas,540,103,540,103,40625,9917
1400000US48029171502,Census Tract 1715.02; Bexar County; Texas,1081,210,1081,210,38856,2563
1400000US48029171601,Census Tract 1716.01; Bexar County; Texas,1044,122,1044,122,41667,8639
1400000US48029171602,Census Tract 1716.02; Bexar County; Texas,1173,222,1173,222,38207,7013
1400000US48029171700,Census Tract 1717; Bexar County; Texas,2014,246,2014,246,54632,10431
1400000US48029171801,Census Tract 1718.01; Bexar County; Texas,1214,207,1214,207,56915,21561
1400000US48029171802,Census Tract 1718.02; Bexar County; Texas,1429,321,1429,321,40453,11911
1400000US48029171903,Census Tract 1719.03; Bexar County; Texas,1288,206,1288,206,56875,21943
1400000US48029171912,Census Tract 1719.12; Bexar County; Texas,1946,249,1946,249,86915,25257
1400000US48029171913,Census Tract 1719.13; Bexar County; Texas,1132,185,1132,185,64875,28573
1400000US48029171914,Census Tract 1719.14; Bexar County; Texas,1458,155,1458,155,90859,10950
1400000US48029171915,Census Tract 1719.15; Bexar County; Texas,421,81,421,81,83083,9623
1400000US48029171916,Census Tract 1719.16; Bexar County; Texas,2708,281,2708,281,103769,13930
1400000US48029171917,Census Tract 1719.17; Bexar County; Texas,2152,272,2152,272,98947,25603
1400000US48029171918,Census Tract 1719.18; Bexar County; Texas,1675,347,1675,347,93523,20151
1400000US48029171919,Census Tract 1719.19; Bexar County; Texas,1704,235,1704,235,74856,25431
1400000US48029171920,Census Tract 1719.20; Bexar County; Texas,2352,258,2352,258,74000,16677
1400000US48029171921,Census Tract 1719.21; Bexar County; Texas,1796,404,1796,404,73771,2459
1400000US48029171922,Census Tract 1719.22; Bexar County; Texas,1519,319,1519,319,79366,13883
1400000US48029171923,Census Tract 1719.23; Bexar County; Texas,2014,288,2014,288,95714,6463
1400000US48029171924,Census Tract 1719.24; Bexar County; Texas,1692,396,1692,396,92021,34947
1400000US48029171926,Census Tract 1719.26; Bexar County; Texas,426,155,426,155,48672,30240
1400000US48029171927,Census Tract 1719.27; Bexar County; Texas,2673,570,2673,570,78229,45635
1400000US48029171928,Census Tract 1719.28; Bexar County; Texas,1546,366,1546,366,123137,36316
1400000US48029171929,Census Tract 1719.29; Bexar County; Texas,1076,313,1076,313,74719,11594
1400000US48029172002,Census Tract 1720.02; Bexar County; Texas,6803,994,6803,994,104566,8224
1400000US48029172003,Census Tract 1720.03; Bexar County; Texas,1586,198,1586,198,107500,11298
1400000US48029172004,Census Tract 1720.04; Bexar County; Texas,3275,368,3275,368,117053,16611
1400000US48029172005,Census Tract 1720.05; Bexar County; Texas,2628,328,2628,328,96233,25691
1400000US48029172006,Census Tract 1720.06; Bexar County; Texas,3457,394,3457,394,120176,21297
1400000US48029172008,Census Tract 1720.08; Bexar County; Texas,1445,252,1445,252,138319,51414
1400000US48029172009,Census Tract 1720.09; Bexar County; Texas,2675,451,2675,451,128719,36951
1400000US48029180101,Census Tract 1801.01; Bexar County; Texas,1336,195,1336,195,72315,8196
1400000US48029180102,Census Tract 1801.02; Bexar County; Texas,417,71,417,71,98438,23406
1400000US48029180201,Census Tract 1802.01; Bexar County; Texas,1053,165,1053,165,53162,16938
1400000US48029180202,Census Tract 1802.02; Bexar County; Texas,1226,259,1226,259,57692,19658
1400000US48029180300,Census Tract 1803; Bexar County; Texas,892,150,892,150,43889,26820
1400000US48029180400,Census Tract 1804; Bexar County; Texas,1106,210,1106,210,43448,7223
1400000US48029180501,Census Tract 1805.01; Bexar County; Texas,1060,190,1060,190,36650,11486
1400000US48029180503,Census Tract 1805.03; Bexar County; Texas,1092,142,1092,142,52500,9459
1400000US48029180504,Census Tract 1805.04; Bexar County; Texas,1147,200,1147,200,54784,16147
1400000US48029180602,Census Tract 1806.02; Bexar County; Texas,839,258,839,258,81696,38697
1400000US48029180603,Census Tract 1806.03; Bexar County; Texas,495,86,495,86,73304,24558
1400000US48029180604,Census Tract 1806.04; Bexar County; Texas,1565,488,1565,488,55464,17158
1400000US48029180701,Census Tract 1807.01; Bexar County; Texas,881,235,881,235,72865,33670
1400000US48029180702,Census Tract 1807.02; Bexar County; Texas,1280,297,1280,297,50441,13172
1400000US48029180800,Census Tract 1808; Bexar County; Texas,528,111,528,111,36071,22223
1400000US48029180901,Census Tract 1809.01; Bexar County; Texas,1255,143,1255,143,60635,8271
1400000US48029180902,Census Tract 1809.02; Bexar County; Texas,2153,384,2153,384,57599,14140
1400000US48029181001,Census Tract 1810.01; Bexar County; Texas,742,223,742,223,59867,46115
1400000US48029181003,Census Tract 1810.03; Bexar County; Texas,1654,371,1654,371,43000,13717
1400000US48029181004,Census Tract 1810.04; Bexar County; Texas,1271,365,1271,365,48460,17353
1400000US48029181005,Census Tract 1810.05; Bexar County; Texas,1021,185,1021,185,36424,12278
1400000US48029181100,Census Tract 1811; Bexar County; Texas,1455,212,1455,212,87370,27988
1400000US48029181200,Census Tract 1812; Bexar County; Texas,1424,243,1424,243,105526,21419
1400000US48029181301,Census Tract 1813.01; Bexar County; Texas,974,213,974,213,75742,17177
1400000US48029181302,Census Tract 1813.02; Bexar County; Texas,1248,301,1248,301,77561,17545
1400000US48029181303,Census Tract 1813.03; Bexar County; Texas,745,147,745,147,53750,12653
1400000US48029181402,Census Tract 1814.02; Bexar County; Texas,410,130,410,130,65938,21084
1400000US48029181403,Census Tract 1814.03; Bexar County; Texas,1212,324,1212,324,45655,33629
1400000US48029181404,Census Tract 1814.04; Bexar County; Texas,916,246,916,246,54853,43261
1400000US48029181503,Census Tract 1815.03; Bexar County; Texas,1897,370,1897,370,61963,10054
1400000US48029181504,Census Tract 1815.04; Bexar County; Texas,1132,341,1132,341,83542,21763
1400000US48029181505,Census Tract 1815.05; Bexar County; Texas,1204,165,1204,165,103917,16752
1400000US48029181506,Census Tract 1815.06; Bexar County; Texas,964,186,964,186,59569,6115
1400000US48029181601,Census Tract 1816.01; Bexar County; Texas,785,136,785,136,62773,12713
1400000US48029181602,Census Tract 1816.02; Bexar County; Texas,1282,278,1282,278,51290,19008
1400000US48029181703,Census Tract 1817.03; Bexar County; Texas,2412,473,2412,473,120561,26593
1400000US48029181704,Census Tract 1817.04; Bexar County; Texas,1554,385,1554,385,72205,31066
1400000US48029181705,Census Tract 1817.05; Bexar County; Texas,1590,329,1590,329,59216,15003
1400000US48029181711,Census Tract 1817.11; Bexar County; Texas,2213,346,2213,346,108351,18515
1400000US48029181712,Census Tract 1817.12; Bexar County; Texas,998,136,998,136,101389,16592
1400000US48029181713,Census Tract 1817.13; Bexar County; Texas,1990,389,1990,389,93370,16520
1400000US48029181715,Census Tract 1817.15; Bexar County; Texas,1624,315,1624,315,85403,16927
1400000US48029181716,Census Tract 1817.16; Bexar County; Texas,1853,256,1853,256,64671,29379
1400000US48029181718,Census Tract 1817.18; Bexar County; Texas,1231,186,1231,186,95425,9789
1400000US48029181720,Census Tract 1817.20; Bexar County; Texas,1249,229,1249,229,135327,23791
1400000US48029181721,Census Tract 1817.21; Bexar County; Texas,859,98,859,98,113188,16303
1400000US48029181722,Census Tract 1817.22; Bexar County; Texas,1053,142,1053,142,106736,39373
1400000US48029181723,Census Tract 1817.23; Bexar County; Texas,1121,124,1121,124,90750,22978
1400000US48029181724,Census Tract 1817.24; Bexar County; Texas,1271,124,1271,124,120313,19977
1400000US48029181725,Census Tract 1817.25; Bexar County; Texas,1408,419,1408,419,78051,38451
1400000US48029181726,Census Tract 1817.26; Bexar County; Texas,3443,425,3443,425,126396,17329
1400000US48029181727,Census Tract 1817.27; Bexar County; Texas,943,148,943,148,76659,13158
1400000US48029181729,Census Tract 1817.29; Bexar County; Texas,3367,290,3367,290,119566,11352
1400000US48029181730,Census Tract 1817.30; Bexar County; Texas,1025,172,1025,172,79391,15977
1400000US48029181731,Census Tract 1817.31; Bexar County; Texas,1801,222,1801,222,104922,24767
1400000US48029181732,Census Tract 1817.32; Bexar County; Texas,2022,504,2022,504,55731,26448
1400000US48029181733,Census Tract 1817.33; Bexar County; Texas,1390,304,1390,304,84668,10713
1400000US48029181808,Census Tract 1818.08; Bexar County; Texas,449,96,449,96,109261,29046
1400000US48029181809,Census Tract 1818.09; Bexar County; Texas,1250,247,1250,247,87111,15544
1400000US48029181811,Census Tract 1818.11; Bexar County; Texas,1048,139,1048,139,102500,18570
1400000US48029181813,Census Tract 1818.13; Bexar County; Texas,2093,313,2093,313,58714,18259
1400000US48029181814,Census Tract 1818.14; Bexar County; Texas,1289,321,1289,321,104639,33919
1400000US48029181815,Census Tract 1818.15; Bexar County; Texas,859,123,859,123,118281,20548
1400000US48029181816,Census Tract 1818.16; Bexar County; Texas,1127,200,1127,200,115750,13976
1400000US48029181817,Census Tract 1818.17; Bexar County; Texas,820,148,820,148,110769,32677
